PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL354,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-03-15,2022-07-16
POL355,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-04-01,2022-05-15
POL356,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-09-19,2023-03-27
POL357,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-05-29,2021-10-11
POL358,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-05-01,2021-02-23
POL359,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-05-06,2022-03-19
POL360,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-02-01,2022-01-30
POL361,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-09-24,2021-03-26
POL362,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-03-26,2020-11-27
POL363,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-07-19,2021-08-23
POL364,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-12-28,2022-12-08
POL365,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-07-18,2020-10-27
POL366,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-12-27,2021-08-31
POL367,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-24,2021-09-17
POL368,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-20,2022-08-14
POL369,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-03-15,2022-05-31
POL370,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-05-17,2021-09-06
POL371,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-03-30,2022-07-06
POL372,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-24,2021-03-08
POL373,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-05-24,2020-08-08
POL374,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-02-12,2022-02-06
POL375,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-21,2020-07-31
POL376,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-12-04,2021-04-12
